drinkerId,drinkerName,phone,address,city,state
786,Sunday,(641) 928-4390,23 South St.,Des Moines,IA
787,Dirk,(444) 575-7013,15 Mechanic Street,Chester,PA
788,Tonda,(683) 992-8334,47 Temple St.,Ada,OK
789,Alverta,(280) 834-1830,8427 E. Elizabeth St.,Bridgewater,NJ
790,Mallie,(904) 231-5901,84 E. Littleton Drive,The Villages,FL
791,Lanell,(987) 353-8982,23 Tower St.,Paramus,NJ
792,Chan,(211) 391-0434,316 Military Drive,Ocoee,FL
793,Melita,(267) 216-9108,389 Elmwood St.,Upland,CA
794,Velda,(637) 696-2324,8 Pheasant Lane,Kenosha,WI
795,Vita,(329) 659-6186,232 Kent Rd.,Madison,AL
796,Katina,(429) 298-1531,95 Studebaker Drive,Whitehall,PA
797,Ngan,(322) 885-3246,82 East Foxrun Ave.,Battle Ground,WA
798,Richard,(485) 568-3399,888 Bow Ridge Lane,Land O Lakes,FL
799,Brenna,(978) 798-5310,8638 Mayfield Drive,Valdosta,GA
800,Debora,(694) 275-1596,47 South Campfire Road,North Bergen,NJ
801,Leopoldo,(396) 907-6570,351 Glenholme St.,Evans,GA
802,Tula,(530) 206-7350,8767 Jockey Hollow St.,Brentwood,NY
803,Jenna,(975) 482-9410,392 53rd St.,Hanover,PA
804,Maisha,(571) 764-9555,7145 E. Court Lane,Cherry Hill,NJ
805,Stacee,(220) 928-5022,18 Eagle St.,Villa Park,IL
806,Buck,(391) 380-1427,9907 4th Dr.,Ypsilanti,MI
807,Verlene,(778) 903-6285,518 Greenview Dr.,Helotes,TX
808,Trista,(862) 983-6029,653 Miller Ave.,Hollywood,FL
809,Martin,(298) 996-0901,7256 Rock Maple Lane,Stockbridge,GA
810,Lean,(665) 346-0370,776 Bridgeton Ave.,Hickory,NC
811,Maude,(236) 921-0286,887 Lafayette Street,Dothan,AL
812,Bong,(912) 485-9105,244 Pleasant Ave.,Hudson,NH
813,India,(986) 360-9072,50 Fulton Dr.,Granger,IN
814,Manda,(650) 957-7530,47 Mill Pond Lane,West Deptford,NJ
815,Evie,(793) 247-8727,7589 W. Parker St.,Stillwater,MN
816,Sanjuanita,(319) 500-9569,7627 Nut Swamp Ave.,Chaska,MN
817,Spring,(920) 339-9639,865 Lawrence St.,Fairmont,WV
818,Felton,(446) 256-8852,7034 Kirkland Rd.,Palm Coast,FL
819,Delpha,(434) 320-6344,629 Pilgrim St.,Helena,MT
820,Bradford,(995) 472-9168,991 Oak St.,Franklin Square,NY
821,Serafina,(995) 472-0519,64 Division Lane,Salisbury,MD
822,Rose,(778) 969-2897,338 Rocky River Lane,Saint Johns,FL
823,Ivana,(419) 512-8512,35 Penn Dr.,Battle Creek,MI
824,Edythe,(936) 582-8512,9830 Stonybrook Court,Taylors,SC
825,Camille,(722) 744-6293,5 Rockville Ave.,Ontario,CA
826,Andy,(927) 969-0414,7292 Pilgrim Lane,Asbury Park,NJ
827,Kayleen,(349) 766-2687,8567 Evergreen Street,Whitestone,NY
828,Sherrie,(352) 656-1448,862 Hill Rd.,Des Plaines,IL
829,Jewell,(293) 706-1929,7351 Ashley Dr.,Fairfax,VA
830,Lory,(580) 691-6814,7824 Rockland Street,Duluth,GA
831,Latoya,(230) 861-4315,10 Old Sage St.,Christiansburg,VA
832,Nicolas,(821) 656-9708,13 Valley View Court,Lebanon,PA
833,Agnus,(405) 374-2437,8595 Fulton Ave.,Suitland,MD
834,Darcey,(781) 357-0597,492 Devon Street,Goshen,IN
835,Elane,(522) 478-5948,7812 East Sulphur Springs Lane,Hope Mills,NC
836,Arthur,(524) 448-1999,833 Fordham Avenue,Goldsboro,NC
837,Domitila,(724) 783-8348,27 Joy Ridge Ave.,North Kingstown,RI
838,Genie,(403) 296-9591,7236 Ivy Avenue,Jacksonville Beach,FL
839,Tracey,(463) 730-7652,9591 St Louis Ave.,Wellington,FL
840,Nannie,(495) 674-6024,9496 Ridge Drive,Norman,OK
841,Georgann,(375) 455-9751,8944 1st Street,Oak Ridge,TN
842,Barney,(720) 869-9515,14 W. Lawrence Street,Cambridge,MA
843,Ora,(408) 883-0649,9 Henry Dr.,Cedar Rapids,IA
844,Krysten,(864) 547-2623,8026 Pulaski Ave.,Southaven,MS
845,Kasi,(969) 896-9590,405 Bayberry St.,Scotch Plains,NJ
846,Maia,(618) 307-3334,791 Howard Court,Nutley,NJ
847,Mamie,(335) 297-1009,198 South Miles Lane,Southfield,MI
848,Irena,(980) 636-4098,542 Canal St.,Howard Beach,NY
849,Sherice,(961) 362-6279,7732 Sheffield Street,Sandusky,OH
850,Cori,(668) 399-6090,25 Rock Creek St.,Saratoga Springs,NY
851,Noel,(796) 577-3499,94 Berkshire Ave.,Norfolk,VA
852,Veta,(515) 899-1818,990 Lees Creek Avenue,Rowlett,TX
853,Tai,(226) 375-4124,671 Lyme St.,Palos Verdes Peninsula,CA
854,Sherry,(589) 612-2173,8148 Coffee St.,West Haven,CT
855,Anna,(705) 274-7950,380 Hillcrest St.,Andover,MA
856,Edra,(887) 382-4484,7470 Adams St.,Gallatin,TN
857,Toya,(591) 203-8537,8808 Poplar Ave.,Brooklyn,NY
858,Coleman,(867) 910-8653,7046 Howard Lane,Tullahoma,TN
859,Marilynn,(644) 249-7793,664 Cobblestone St.,Concord,NH
860,Clifford,(274) 974-0094,7829 South Leatherwood Lane,Oklahoma City,OK
861,Carey,(787) 611-1550,8946 Cedar Swamp St.,New Baltimore,MI
862,Jeffie,(940) 872-9202,5 Del Monte Street,Maumee,OH
863,Richard,(502) 454-4642,322 E. Littleton St.,West Chicago,IL
864,Frida,(333) 332-0378,430 Pulaski St.,Grand Forks,ND
865,Vernetta,(882) 253-4313,60 Wild Rose Ave.,Irvington,NJ
866,Karla,(428) 906-2798,343 East Columbia St.,Euless,TX
867,Lourie,(286) 508-5660,44 East Paris Hill St.,Bluffton,SC
868,Joie,(400) 647-7525,34 Longfellow Rd.,Norcross,GA
869,Lorretta,(246) 836-4571,288 Kent St.,Elizabethton,TN
870,Latrisha,(549) 525-8039,40 Woodland Dr.,Brighton,MA
871,Rosemary,(685) 912-9334,20 Halifax Street,Dundalk,MD
872,Neoma,(357) 819-3947,185 St Margarets Rd.,Merrick,NY
873,Hilde,(673) 962-0003,7750 Alderwood Dr.,Wisconsin Rapids,WI
874,Lang,(461) 391-9088,72 Oklahoma Rd.,Atlantic City,NJ
875,Lonnie,(804) 402-6525,1 Longbranch Lane,Carol Stream,IL
876,Noriko,(202) 810-3862,8599 Woodside St.,Monsey,NY
877,Chung,(236) 659-5652,7916 Birchpond St.,Hackettstown,NJ
878,Hobert,(698) 738-0859,8853 Mulberry St.,Chandler,AZ
879,Krysten,(312) 851-6105,80 Somerset Ave.,Bolingbrook,IL
880,Kaycee,(790) 266-1100,7 Rockcrest Dr.,Reston,VA
881,Hiroko,(255) 604-5937,82 Old Pearl Street,Massapequa,NY
882,Shante,(464) 487-9509,756 Beechwood Street,Trumbull,CT
883,Abdul,(702) 733-0787,41 Ramblewood Drive,Chelsea,MA
884,Evonne,(280) 355-7265,292 E. Lexington Drive,Jeffersonville,IN
885,Susan,(872) 567-2779,7351 Shipley Street,Ravenna,OH
886,Magdalen,(662) 656-7536,816 Fieldstone Ave.,Bethesda,MD
887,Sal,(967) 943-0809,9 South Edgewater St.,South Lyon,MI
888,Jin,(541) 809-9831,8821 Windsor Street,Memphis,TN
889,Nelda,(487) 297-4873,448 Rock Maple Drive,Huntington Station,NY
890,Mariah,(785) 226-3790,9367 Pearl Lane,Wyandotte,MI
891,Darrin,(982) 781-8737,131 Bank Ave.,Pottstown,PA
892,Vonnie,(729) 661-1101,7579 Academy Ave.,Fond Du Lac,WI
893,Athena,(976) 481-9904,88 SE. Prospect Dr.,Lapeer,MI
894,Shirlene,(325) 952-3774,7958 Indian Spring St.,Davenport,IA
895,Esta,(678) 793-4992,7872 South Addison St.,Crawfordsville,IN
896,Morgan,(393) 568-0187,401 Queen Lane,Lutherville Timonium,MD
897,Briana,(994) 669-8333,129 Henry Smith Dr.,Desoto,TX
898,Toshiko,(237) 348-8934,28 Morris Court,Frederick,MD
899,Edyth,(757) 665-7110,720 Berkshire Dr.,Saint Albans,NY
900,Nerissa,(568) 817-5281,8957 Rocky River Ave.,Sterling,VA
901,Jessie,(993) 728-3993,9990 Carpenter Ave.,Mankato,MN
902,Francesca,(520) 668-0940,60 Willow Ave.,Passaic,NJ
903,Nikki,(293) 778-2994,9958 Henry Smith Drive,Powell,TN
904,Mora,(728) 915-9841,20 N. Lafayette Lane,Collierville,TN
905,Tammara,(309) 667-5322,253 Bayport Rd.,Loveland,OH
906,Georgianna,(341) 857-0011,304 Vale Ave.,Hyde Park,MA
907,Alpha,(697) 257-0700,815 Sunset Ave.,Peachtree City,GA
908,James,(548) 340-0436,399 Pendergast Drive,Bangor,ME
909,Celia,(209) 249-0874,9808 Lakeshore Rd.,Westerville,OH
910,Larita,(781) 406-6297,8398 Hall Road,Cumming,GA
911,Tyree,(900) 939-1957,154 S. Squaw Creek St.,Superior,WI
912,Michel,(859) 574-1782,4 Edgewood St.,Libertyville,IL
913,Ellen,(873) 522-1405,456 Courtland Street,Bonita Springs,FL
914,Vinita,(387) 412-9097,7845 Jackson Drive,Lenoir,NC
915,Babara,(901) 906-3177,8904 W. Summerhouse Court,Boynton Beach,FL
916,Stephine,(599) 773-5795,58 Cleveland Ave.,Lake Worth,FL
917,Terrie,(575) 904-5610,96 Warren Street,Durham,NC
918,Corinne,(682) 776-4400,64 S. Amherst Court,Southington,CT
919,Dominque,(907) 273-3802,3 Court Ave.,Danville,VA
920,Lissa,(685) 591-5808,657 South Paris Hill Rd.,Livonia,MI
921,Hisako,(776) 517-5166,8311 Magnolia Street,District Heights,MD
922,Candie,(706) 590-0925,889 West Paris Hill Street,Largo,FL
923,Khalilah,(267) 817-4893,1 Pearl Ave.,Orlando,FL
924,Hosea,(563) 246-1736,37 Carriage Dr.,Ozone Park,NY
925,Lashunda,(862) 522-2522,121 Lexington Drive,Sevierville,TN
926,Jan,(748) 460-6863,53 North St.,South El Monte,CA
927,Kiara,(803) 737-2262,437 Maple Drive,Rapid City,SD
928,Idella,(320) 438-8200,7315 Penn Ave.,Rossville,GA
929,Erminia,(395) 706-9467,9476 Evergreen Street,Sulphur,LA
930,Lilli,(498) 349-9024,49 Union Ave.,Flowery Branch,GA
931,Emery,(762) 872-8345,8631 Sussex Circle,Seattle,WA
932,Annalisa,(846) 820-9533,492 St Paul St.,Oxford,MS
933,Rosalva,(454) 379-1510,8037 Oak Road,Shrewsbury,MA
934,Rocky,(247) 961-9207,66 E. Marconi Avenue,Centereach,NY
935,Wilbert,(751) 918-6282,7601 Alton Lane,Germantown,MD
936,Rossie,(754) 905-8478,7141 Westport Street,Oak Creek,WI
937,Pamela,(654) 324-5991,201 Pleasant Lane,Louisville,KY
938,Alba,(586) 297-6774,190 Tailwater St.,Newtown,PA
939,Gabriela,(300) 696-8768,7212 Tower Street,Teaneck,NJ
940,Isaiah,(953) 874-5821,9190 Beaver Ridge Court,Casselberry,FL
941,Justina,(835) 634-2375,9841 Hill Field St.,North Andover,MA
942,Lucie,(638) 910-2284,81 Bay Meadows Ave.,Saint Paul,MN
943,Reagan,(723) 203-0915,8297 York Street,West Warwick,RI
944,May,(994) 349-9534,779 Blue Spring Drive,Sioux Falls,SD
945,Reina,(241) 949-3847,886 Bayport Dr.,Lynchburg,VA
946,Necole,(563) 681-1543,12 Gates St.,Saint Joseph,MI
947,Angeles,(505) 708-5762,37 Hilldale St.,Bensalem,PA
948,Darren,(540) 749-8345,131 East Airport Road,Roslindale,MA
949,Diego,(335) 767-4826,836 Blackburn Ave.,Hamtramck,MI
950,Matthew,(507) 512-2001,7016 Ivy Drive,Taunton,MA
951,Kathryn,(552) 992-7750,8109 Crescent Lane,Hallandale,FL
952,Minnie,(513) 559-0962,7210 Summit St.,Hummelstown,PA
953,Yael,(251) 401-9859,360 Evergreen St.,Dickson,TN
954,Willetta,(284) 531-7894,7301 Beechwood Ave.,Westford,MA
955,Kaye,(361) 455-6455,7 Old Dogwood St.,Bowie,MD
956,Tyra,(306) 926-3362,94 Beach St.,Royal Oak,MI
957,Chara,(491) 735-2851,7664 West Riverside St.,Detroit,MI
958,Karly,(471) 354-1440,519 NW. Selby Drive,Fredericksburg,VA
959,Luisa,(535) 274-2764,30 Gonzales Ave.,Waterford,MI
960,Kip,(477) 515-2307,939 Woodland Ave.,Clermont,FL
961,Hortense,(590) 793-6189,927 W. Hilldale St.,Mobile,AL
962,Jeanelle,(974) 435-9160,887 Canal St.,Lake Charles,LA
963,Tonda,(667) 362-3333,766 Arlington Ave.,Holbrook,NY
964,Ramona,(522) 601-8046,10A Bank Court,Hastings,MN
965,Hang,(627) 635-2011,73 Brook Ave.,Westbury,NY
966,Maxie,(905) 443-6511,874 College Dr.,Bettendorf,IA
967,Caterina,(845) 240-5485,9954 W. Westport Street,Elk River,MN
968,Cindy,(553) 531-7963,71 Washington Ave.,Colonial Heights,VA
969,Dong,(710) 958-5977,926 Elizabeth Circle,Watertown,MA
970,Bula,(544) 793-0159,21 Sunbeam St.,Clifton Park,NY
971,Cathie,(234) 741-4913,14 Leeton Ridge St.,Brandon,FL
972,Lavonne,(848) 642-5026,53 Sugar Road,Garland,TX
973,Mariano,(579) 991-6662,48 Forest Ave.,Lakeland,FL
974,Noah,(588) 921-8434,8690 Bayberry Rd.,Fort Myers,FL
975,Edie,(830) 626-0085,617 Miller St.,Beltsville,MD
976,Jacki,(422) 915-3351,7533 E. Wayne Court,Glendora,CA
977,Hilton,(376) 511-3149,737 Marvon St.,Ottawa,IL
978,Dorinda,(682) 732-3230,8418 North Ann Ave.,De Pere,WI
979,Lauretta,(995) 256-8845,35 Roosevelt Lane,Ballston Spa,NY
980,Armandina,(738) 747-9550,7547 North Saxton Avenue,Wallingford,CT
981,Mohammed,(553) 567-6988,611 Pine Dr.,New Castle,PA
982,Gwen,(276) 672-8195,7 Peninsula Rd.,Clayton,NC
983,Duncan,(954) 345-7987,934 Edgewood Ave.,Jenison,MI
984,Alex,(874) 231-8347,183 Hill Drive,Clifton,NJ
985,Chase,(767) 466-6609,8378 W. Newport Road,Point Pleasant Beach,NJ
986,Yu,(555) 380-4899,7451 Sheffield Ave.,Fort Mill,SC
987,Becki,(633) 279-2687,14 Hill St.,Port Washington,NY
988,Rosie,(334) 604-9957,296 Rock Maple Ave.,Scarsdale,NY
989,Coletta,(583) 722-4207,43 Strawberry St.,Somerset,NJ
990,Marline,(221) 610-0016,76 Rosewood Court,Mooresville,NC
991,Shirely,(354) 227-9299,646 St Margarets Ave.,Huntsville,AL
992,Verna,(827) 867-0693,7757 W. Briarwood Rd.,Twin Falls,ID
993,Fredda,(970) 587-1403,630 High St.,Joliet,IL
994,Raquel,(814) 645-4771,164 Joy Ridge Lane,Fairburn,GA
995,Loria,(439) 806-5290,8165 Rockland Rd.,Baldwin,NY
996,Karissa,(827) 903-2859,4 N. Bow Ridge St.,Dracut,MA
997,Peggie,(837) 485-4582,578 Jackson St.,Chesterton,IN
998,Hsiu,(857) 516-3404,9496 Studebaker Lane,Wilmington,MA
999,Gilberte,(706) 923-0848,6 Ridgeview Court,Northbrook,IL
